Experiment,Acid_Type,Acid_Params,Initial_pH,Target_pH,Final_pH,Steps_Taken,Success
2673,diprotic,"[3.3797827937852665, 4.2732804678140255]",1.59,10.10,10.06,12,Yes
2674,triprotic,"[2.5101708186747693, 4.657738659475213, 6.438334828355968]",1.92,8.31,8.27,12,Yes
2675,diprotic,"[2.14048381396862, 4.5841111652245745]",1.92,7.48,7.39,20,Yes
2676,diprotic,"[3.7457590463526795, 6.004434195807853]",1.99,5.12,5.08,5,Yes
2677,diprotic,"[2.5552887475845583, 4.017635262967]",2.09,9.08,8.98,24,Yes
2678,triprotic,"[3.301803601460432, 4.449917331143389, 7.001203023335897]",2.34,3.89,3.82,8,Yes
2679,monoprotic,2.93,2.38,8.24,7.71,50,No
2680,diprotic,"[2.8695508352260704, 5.555811898518414]",1.68,10.64,10.59,6,Yes
2681,diprotic,"[2.4835404132932197, 6.098341964589208]",1.96,3.09,3.04,6,Yes
2682,monoprotic,4.26,1.86,8.58,8.63,28,Yes
2683,diprotic,"[2.853237672226663, 4.127046299639512]",2.68,8.53,8.53,20,Yes
2684,monoprotic,2.10,1.88,2.74,2.66,6,Yes
2685,triprotic,"[3.550419591935441, 4.822837814648599, 6.799813537527947]",2.28,6.33,6.27,8,Yes
2686,monoprotic,2.99,2.52,8.30,8.45,50,No
2687,triprotic,"[3.711625291878396, 4.001979089492681, 6.457594737006932]",2.50,6.64,6.56,9,Yes
2688,monoprotic,4.28,1.98,8.55,8.64,28,Yes
2689,triprotic,"[2.237504621340518, 5.960526298209277, 7.352750300587594]",1.68,7.65,7.56,10,Yes
2690,monoprotic,3.53,1.91,3.83,3.77,5,Yes
2691,monoprotic,4.24,2.39,2.60,2.60,5,Yes
2692,monoprotic,3.31,1.74,2.51,2.58,4,Yes
2693,monoprotic,5.29,2.57,2.85,2.87,5,Yes
2694,triprotic,"[2.3044589318662236, 5.532166585096781, 7.838662502139892]",1.71,10.65,10.65,10,Yes
2695,diprotic,"[3.8417890434731414, 5.837070770499575]",2.30,8.81,8.78,14,Yes
2696,triprotic,"[3.659854055067816, 5.555834851335676, 6.656281836755762]",2.13,5.47,5.37,7,Yes
2697,monoprotic,2.16,3.46,8.24,7.44,50,No
2698,triprotic,"[3.7703838814354746, 4.543557280496745, 7.930487718805474]",1.99,5.77,5.81,6,Yes
2699,monoprotic,5.81,2.19,6.19,6.25,1,Yes
2700,monoprotic,3.41,2.65,10.46,10.40,8,Yes
2701,monoprotic,3.24,2.03,9.59,9.52,19,Yes
2702,diprotic,"[3.906161126856289, 6.510723216958806]",1.82,3.27,3.36,4,Yes
2703,diprotic,"[2.7265086138156542, 4.498707996115774]",2.19,4.78,4.70,8,Yes
2704,monoprotic,5.13,2.42,8.71,8.72,21,Yes
2705,diprotic,"[3.7304843455959125, 4.7320353315965]",2.99,7.69,7.76,12,Yes
2706,monoprotic,2.60,1.81,10.83,10.85,8,Yes
2707,monoprotic,2.06,1.80,5.96,5.90,18,Yes
2708,triprotic,"[2.435457583099195, 4.849533592731221, 7.4836672072950225]",1.95,6.75,6.71,6,Yes
2709,diprotic,"[3.0329665519421716, 4.448409637134347]",2.18,2.48,2.41,3,Yes
2710,diprotic,"[2.3315629607483848, 5.5605676142335385]",1.58,10.45,10.45,12,Yes
2711,triprotic,"[2.3522681707972137, 5.832903462519196, 6.3884020708931315]",1.59,5.99,5.90,10,Yes
2712,diprotic,"[3.272829181421172, 6.906603545045668]",3.12,5.23,2.30,50,No
2713,diprotic,"[2.2645876130845557, 4.956139289877305]",2.12,4.76,4.69,6,Yes
2714,diprotic,"[2.2614437425789715, 5.447777012709496]",2.10,9.95,9.85,16,Yes
2715,diprotic,"[3.420065562704407, 5.958272009969177]",1.65,5.34,5.25,4,Yes
2716,monoprotic,2.60,1.84,6.33,6.37,22,Yes
2717,triprotic,"[2.56186288586656, 5.933285615254418, 7.203325131377142]",2.11,5.37,5.32,4,Yes
2718,triprotic,"[3.5576546622705276, 5.290826077199188, 7.91772732617413]",2.01,3.29,3.21,1,Yes
2719,triprotic,"[3.213707105551321, 4.499371152551506, 6.525228352661884]",1.66,10.21,10.22,14,Yes
2720,monoprotic,4.87,2.23,4.89,4.97,1,Yes
2721,monoprotic,3.62,2.43,3.46,3.40,4,Yes
2722,monoprotic,3.24,2.05,10.99,11.04,7,Yes
2723,triprotic,"[2.49469974980882, 5.895445239901153, 7.462001471011359]",3.21,10.87,10.90,9,Yes
2724,monoprotic,3.52,3.26,3.54,3.45,27,Yes
2725,monoprotic,2.52,3.06,7.78,8.42,50,No
2726,monoprotic,4.25,2.62,3.76,3.84,1,Yes
2727,diprotic,"[3.401761753145691, 5.932926926440171]",2.08,9.68,9.72,17,Yes
2728,monoprotic,3.86,2.39,5.61,5.67,6,Yes
2729,triprotic,"[2.600715255197578, 5.556721165091109, 7.173654874190353]",1.92,10.69,10.70,10,Yes
2730,diprotic,"[2.6823313306217056, 5.182956941526494]",2.24,3.73,3.66,5,Yes
2731,diprotic,"[3.444813060789353, 6.752046554970464]",1.89,3.71,3.65,5,Yes
2732,diprotic,"[3.3635941405984884, 6.251714386737211]",1.90,10.42,10.48,10,Yes
2733,diprotic,"[3.7284081949254038, 6.0965944735711854]",1.83,3.27,3.33,3,Yes
2734,triprotic,"[2.3771743139091095, 4.791547581431749, 7.6653337473663905]",2.11,9.77,9.69,10,Yes
2735,monoprotic,3.64,1.62,3.69,3.60,1,Yes
2736,monoprotic,4.69,2.45,3.06,3.07,3,Yes
2737,triprotic,"[2.631944068696155, 4.8375783690505525, 6.031841565407967]",2.44,8.77,8.72,12,Yes
2738,triprotic,"[3.000062642380294, 4.48030705464127, 7.782007729957871]",2.61,7.94,7.87,9,Yes
2739,diprotic,"[2.8789544169747483, 6.877619112004198]",1.84,7.64,7.57,6,Yes
2740,diprotic,"[3.4051186003282528, 4.507462852261466]",2.49,9.43,9.38,15,Yes
2741,monoprotic,3.02,1.65,4.06,4.01,4,Yes
2742,diprotic,"[2.182186505581485, 6.181571520448378]",1.90,6.92,6.84,6,Yes
2743,monoprotic,4.50,2.25,2.55,2.56,4,Yes
2744,triprotic,"[2.4700252834747958, 5.730029913428657, 6.723107030808116]",1.83,8.42,8.41,6,Yes
2745,monoprotic,5.49,1.72,8.59,8.49,17,Yes
2746,diprotic,"[2.0046912097985143, 6.984213838862133]",1.65,2.99,2.93,5,Yes
2747,monoprotic,3.82,3.47,10.70,2.90,50,No
2748,diprotic,"[2.9497266775994264, 6.919251482929114]",1.85,3.77,3.72,5,Yes
2749,diprotic,"[2.2224077295744573, 5.294811749943063]",1.59,10.35,10.27,11,Yes
2750,diprotic,"[3.1914953414792, 6.365283555340367]",1.71,9.86,9.91,14,Yes
2751,diprotic,"[3.428610939019588, 5.653592831163032]",3.42,5.01,4.91,42,Yes
2752,triprotic,"[3.654788105520357, 4.215861773013831, 6.523656948942455]",3.26,5.68,2.54,50,No
2753,monoprotic,2.26,1.66,9.11,9.09,22,Yes
2754,diprotic,"[2.9058229090065035, 4.849911427995674]",2.36,4.50,4.41,6,Yes
2755,monoprotic,4.68,2.04,6.88,6.82,9,Yes
2756,triprotic,"[2.4619404145839847, 5.121790674924011, 6.340868500928446]",1.84,8.42,8.33,7,Yes
2757,monoprotic,5.14,1.58,2.65,2.67,7,Yes
2758,monoprotic,2.70,2.05,5.21,5.16,8,Yes
2759,monoprotic,2.95,1.60,10.57,10.63,9,Yes
2760,diprotic,"[2.0225718479534556, 5.413963420837154]",1.76,6.47,6.49,6,Yes
2761,triprotic,"[2.319851352790459, 4.991133543736879, 7.384010802135354]",2.08,7.80,7.70,9,Yes
2762,triprotic,"[2.1851575559481384, 5.453107098439355, 6.327007567683602]",2.07,6.04,5.94,10,Yes
2763,triprotic,"[2.167471360531562, 5.7593745534508844, 6.839021173696866]",2.22,10.02,9.97,14,Yes
2764,diprotic,"[2.53036755032579, 5.36553965910773]",2.15,10.87,10.79,9,Yes
2765,monoprotic,5.99,2.49,5.79,5.85,5,Yes
2766,triprotic,"[2.6837065988458217, 5.5382626188596715, 7.407238166512315]",2.45,2.68,2.59,36,Yes
2767,monoprotic,5.78,2.53,4.75,4.85,4,Yes
2768,diprotic,"[2.433219743494888, 5.999264541944228]",2.39,6.97,6.94,6,Yes
2769,triprotic,"[3.180865555499088, 4.691792039295123, 6.867545512413617]",2.32,7.06,6.96,9,Yes
2770,monoprotic,4.29,2.30,2.17,2.26,30,Yes
2771,triprotic,"[2.336714224193437, 4.483449116917619, 7.00304445986295]",2.11,5.89,5.83,6,Yes
2772,triprotic,"[2.806383670476195, 5.208074776599004, 7.0548817554840735]",2.31,9.18,9.11,12,Yes
2773,triprotic,"[3.071580616911609, 4.4006971001416115, 7.619154482549499]",3.49,3.58,2.17,50,No
2774,diprotic,"[3.3049325459414027, 4.438743578392011]",2.40,7.41,7.48,12,Yes
2775,monoprotic,5.63,2.45,3.06,3.13,7,Yes
2776,triprotic,"[2.214122730857591, 4.095912140783371, 7.696926702581177]",1.88,9.21,9.21,10,Yes
2777,diprotic,"[2.568323694102018, 5.966334999973041]",2.00,2.68,2.59,5,Yes
2778,triprotic,"[3.813145154278427, 4.098603515994509, 7.522288026452346]",1.58,2.86,2.88,5,Yes
2779,diprotic,"[3.666679613250424, 4.082662573742661]",1.69,9.03,8.99,19,Yes
2780,diprotic,"[2.947729513332, 4.082842410425257]",2.07,8.07,7.98,28,Yes
2781,diprotic,"[3.855435371184445, 6.732419710885518]",2.29,3.65,3.56,1,Yes
2782,monoprotic,4.85,2.36,2.57,2.55,6,Yes
2783,triprotic,"[2.0784022348285287, 5.134381178129912, 7.598677406487777]",1.69,7.96,7.88,9,Yes
2784,diprotic,"[3.860082495928646, 5.772496702969337]",1.61,10.39,10.43,11,Yes
2785,triprotic,"[3.1285731778193036, 5.421619617367127, 6.290076028149665]",1.92,5.27,5.19,7,Yes
2786,diprotic,"[3.9748430807355137, 5.801492010572874]",2.36,8.67,8.75,15,Yes
2787,diprotic,"[3.474425794226762, 5.950490910125431]",1.75,2.19,2.22,4,Yes
2788,diprotic,"[2.2383336357471277, 6.092757333627047]",1.88,2.74,2.66,6,Yes
2789,triprotic,"[2.7294166148904715, 5.793240853988571, 7.8756062811461165]",1.89,4.25,4.29,4,Yes
2790,triprotic,"[3.3697640211840385, 5.828642845160974, 6.938961550373322]",2.10,4.84,4.77,4,Yes
2791,diprotic,"[2.267016121804941, 6.2671287715091815]",2.24,7.55,7.54,7,Yes
2792,triprotic,"[3.754627291442752, 5.627732411722189, 7.885940695633071]",2.48,5.84,5.77,8,Yes
2793,diprotic,"[2.238002838468983, 6.117785987763652]",2.03,5.49,5.45,2,Yes
2794,diprotic,"[3.480598932236534, 6.33666209654508]",2.09,7.79,7.79,7,Yes
2795,monoprotic,5.34,1.89,10.10,10.14,11,Yes
2796,diprotic,"[2.541726421159865, 5.320876746088696]",3.32,2.28,2.19,9,Yes
2797,diprotic,"[3.134725618704306, 6.247001074400728]",1.86,8.61,8.67,10,Yes
2798,triprotic,"[3.3380165425713164, 4.821670248828849, 7.40777438528218]",2.25,9.16,9.15,8,Yes
2799,triprotic,"[3.9870190699657133, 4.693640277104645, 7.8169680804550605]",1.99,2.12,2.18,8,Yes
2800,triprotic,"[2.6998933831468785, 5.858932771331785, 6.791082582849878]",2.08,5.34,5.24,4,Yes
2801,triprotic,"[3.916058974026808, 5.169827506078877, 7.612559840745114]",3.44,3.99,3.90,33,Yes
2802,diprotic,"[2.974534211581151, 4.548953536861489]",1.99,4.05,3.97,7,Yes
2803,diprotic,"[2.551040116598477, 6.673185057849854]",2.14,7.24,7.15,6,Yes
2804,triprotic,"[2.7882562305567533, 5.590401520182463, 6.561869467818776]",1.78,3.71,3.68,5,Yes
2805,diprotic,"[2.4890987764671095, 6.517490640703398]",1.74,5.96,5.89,2,Yes
2806,diprotic,"[2.5369208996506467, 4.259045617301213]",2.15,3.98,3.90,7,Yes
2807,monoprotic,2.22,2.40,10.45,10.47,12,Yes
2808,monoprotic,5.11,2.64,5.06,5.10,2,Yes
2809,triprotic,"[2.1309673466651544, 4.417510800270191, 6.964283012453772]",2.29,8.33,8.24,8,Yes
2810,monoprotic,3.93,1.91,8.30,8.22,9,Yes
2811,diprotic,"[2.438776428753573, 6.248199656381949]",1.72,5.40,5.35,3,Yes
2812,triprotic,"[2.066416721263792, 5.461561038534045, 7.495631708223728]",3.22,2.42,2.35,11,Yes
2813,diprotic,"[2.445801181904746, 4.725020550700842]",1.78,9.99,9.99,12,Yes
2814,triprotic,"[3.760023725893701, 4.681616310688317, 6.211923266330486]",2.07,2.95,3.02,3,Yes
2815,triprotic,"[3.439154891129128, 5.979240058845276, 7.036034918192737]",2.47,2.51,2.41,38,Yes
2816,triprotic,"[2.05537259864108, 5.2520677979076495, 7.756725713648625]",2.34,9.69,9.62,11,Yes
2817,diprotic,"[2.691507987886614, 6.785051404007733]",2.18,7.52,7.44,6,Yes
2818,diprotic,"[2.035437975026007, 4.482159397512108]",3.15,6.58,6.48,29,Yes
2819,diprotic,"[2.998154944448653, 6.221801606352088]",2.39,4.46,4.37,5,Yes
2820,triprotic,"[3.9406203267209774, 5.9817634662490535, 6.7524539008477245]",1.69,9.54,9.55,15,Yes
2821,monoprotic,5.30,1.73,4.86,4.90,6,Yes
2822,triprotic,"[2.482390339017112, 5.404409885551633, 7.717894613450715]",1.84,6.55,6.48,6,Yes
2823,monoprotic,3.90,2.36,3.47,3.50,1,Yes
2824,triprotic,"[3.646948585970308, 4.963081967773869, 7.91188071591317]",2.29,9.04,8.98,7,Yes
2825,monoprotic,4.25,1.79,6.38,6.39,11,Yes
2826,diprotic,"[3.4172841376568837, 4.506326883927837]",3.28,2.08,2.00,3,Yes
2827,triprotic,"[3.579371473462233, 4.692583850416475, 6.659552924380618]",1.97,6.90,6.85,10,Yes
2828,monoprotic,3.56,2.27,9.50,9.41,16,Yes
2829,monoprotic,2.33,2.32,6.75,6.43,50,No
2830,monoprotic,5.95,2.16,8.29,8.38,10,Yes
2831,diprotic,"[2.8490269100965935, 5.505470352364025]",3.12,6.43,6.34,6,Yes
2832,diprotic,"[2.833837131635501, 6.290617471787476]",3.05,8.96,8.96,14,Yes
2833,triprotic,"[3.6726570492372463, 4.456252895304841, 6.767856106756293]",1.76,6.23,6.18,7,Yes
2834,monoprotic,5.88,1.74,8.51,8.43,10,Yes
2835,diprotic,"[2.3057334659957585, 6.792934402873707]",2.30,9.59,9.49,11,Yes
2836,monoprotic,3.69,1.68,10.72,10.66,9,Yes
2837,triprotic,"[2.735602229111298, 5.023356245721502, 7.217222833339984]",2.12,3.33,3.27,6,Yes
2838,triprotic,"[3.709036332001992, 4.841613136902488, 7.621975567238566]",1.98,3.05,3.14,6,Yes
2839,monoprotic,4.87,2.15,9.35,9.43,16,Yes
2840,triprotic,"[2.1549358861385652, 4.038587214132075, 6.3928776870325414]",1.58,9.23,9.18,16,Yes
2841,monoprotic,3.24,2.01,6.99,6.98,23,Yes
2842,triprotic,"[2.730027532259323, 5.903027858706297, 7.795538890013145]",2.82,9.82,9.86,12,Yes
2843,diprotic,"[3.6396520825699685, 6.378382851918917]",1.66,8.18,8.24,10,Yes
2844,monoprotic,4.64,2.39,4.62,4.64,1,Yes
2845,triprotic,"[3.93291809465113, 5.386652535960548, 6.343215682301176]",2.61,4.68,4.60,7,Yes
2846,diprotic,"[3.660509736240453, 5.032227564682108]",2.23,3.18,3.13,1,Yes
2847,diprotic,"[2.816103933754631, 6.94488614662796]",3.37,2.19,2.12,6,Yes
2848,diprotic,"[3.567296197817616, 4.273747374933093]",2.02,5.63,5.60,8,Yes
2849,diprotic,"[2.0302508423473253, 6.689723002445086]",1.59,8.93,9.00,12,Yes
2850,monoprotic,5.35,2.16,9.55,9.50,13,Yes
2851,diprotic,"[2.4144496850349864, 4.8703248916536666]",2.63,8.17,8.10,20,Yes
2852,monoprotic,3.79,1.82,7.40,7.35,22,Yes
2853,monoprotic,2.53,1.99,10.34,10.32,14,Yes
2854,monoprotic,3.08,3.35,10.19,10.15,11,Yes
2855,monoprotic,2.64,2.85,4.31,4.30,26,Yes
2856,monoprotic,5.34,2.28,2.35,2.43,10,Yes
2857,triprotic,"[3.502869585178752, 4.261206658094305, 7.867193551809665]",1.86,10.74,10.74,11,Yes
2858,triprotic,"[2.732439706260868, 5.852416504120238, 6.464124866299738]",2.06,8.72,8.78,11,Yes
2859,diprotic,"[3.4644283071680757, 6.851660485239776]",3.12,7.08,7.02,7,Yes
2860,monoprotic,3.31,2.19,8.97,8.91,20,Yes
2861,diprotic,"[3.1493690899542193, 5.136376736057187]",2.32,4.51,4.45,6,Yes
2862,triprotic,"[2.840417258132911, 4.292611751053715, 7.6534850498825495]",1.71,2.31,2.24,1,Yes
2863,monoprotic,4.43,2.30,2.44,2.48,6,Yes
2864,diprotic,"[3.4509692527692826, 4.168938135864796]",2.05,7.93,7.86,25,Yes
2865,monoprotic,4.93,1.97,3.37,3.33,5,Yes
2866,monoprotic,3.31,2.32,7.41,7.33,25,Yes
2867,diprotic,"[3.891953591981606, 5.076591953693992]",2.37,7.01,6.91,8,Yes
2868,triprotic,"[2.7015135196142155, 4.148048741428014, 6.968406447193924]",2.53,2.01,1.94,4,Yes
2869,monoprotic,4.05,1.60,6.62,6.61,8,Yes
2870,monoprotic,3.88,1.63,6.15,6.22,7,Yes
2871,diprotic,"[3.5948888184418335, 6.038750745965098]",2.08,9.23,9.24,13,Yes
2872,diprotic,"[3.9956425021848436, 4.19676113692832]",1.82,8.50,8.54,18,Yes
2873,diprotic,"[3.966404187237397, 4.490923533394727]",2.53,9.65,9.67,12,Yes
2874,diprotic,"[3.85311162703286, 5.63294968966374]",2.35,5.92,5.84,8,Yes
2875,diprotic,"[3.6063374929803347, 5.82777868686318]",1.63,10.28,10.34,13,Yes
2876,monoprotic,2.96,2.42,5.59,5.53,11,Yes
2877,diprotic,"[2.592128179313417, 5.841471163630566]",2.15,8.28,8.18,14,Yes
2878,diprotic,"[2.325053970208269, 6.544342984339376]",1.96,2.52,2.45,17,Yes
2879,diprotic,"[3.0720269721649025, 6.12997317756729]",1.76,9.28,9.29,13,Yes
2880,diprotic,"[3.5114447252990324, 4.868535871090982]",2.03,5.79,5.72,7,Yes
2881,diprotic,"[2.2680815521665476, 4.643959954522341]",2.19,3.83,3.79,5,Yes
2882,diprotic,"[3.78647448101587, 5.160849786053098]",1.87,4.55,4.49,7,Yes
2883,monoprotic,5.11,2.32,7.01,6.97,10,Yes
2884,triprotic,"[3.5438256075965886, 4.947130408388268, 7.477154426946709]",2.29,5.78,5.75,8,Yes
2885,monoprotic,5.24,2.48,5.98,5.94,4,Yes
2886,triprotic,"[3.9150136832286906, 5.765353581318077, 6.387389163352392]",2.17,2.65,2.60,3,Yes
2887,triprotic,"[2.239120687706806, 5.190311782649956, 7.799167429243717]",1.97,5.85,5.79,7,Yes
2888,monoprotic,3.80,2.91,7.86,8.15,50,No
2889,triprotic,"[2.3760146357969387, 5.596185796013113, 6.70392978104959]",2.03,8.86,8.94,11,Yes
2890,monoprotic,5.67,1.60,6.36,6.27,1,Yes
2891,monoprotic,3.52,1.87,8.88,8.92,18,Yes
2892,triprotic,"[3.8344197866502694, 4.3631670127295585, 6.825225891725128]",1.66,4.07,3.99,8,Yes
2893,diprotic,"[2.720397216474515, 6.938264913377864]",1.62,5.05,5.01,5,Yes
2894,diprotic,"[2.3570400327884986, 4.53784583073447]",2.05,2.67,2.61,17,Yes
2895,triprotic,"[2.156245987712367, 5.3769579272952015, 6.685339872352747]",2.33,5.41,5.35,7,Yes
2896,monoprotic,5.18,2.14,5.33,5.37,2,Yes
2897,triprotic,"[2.6374016971984884, 4.196204122401575, 6.886126366894012]",2.33,6.30,6.23,6,Yes
2898,monoprotic,5.92,2.41,7.96,8.05,4,Yes
2899,diprotic,"[3.0464357162425033, 4.537760740244353]",2.42,8.00,7.94,26,Yes
2900,triprotic,"[2.90813479650456, 4.501080093671505, 6.532463782526311]",3.36,3.66,2.93,50,No
2901,diprotic,"[3.5368147164812305, 5.184059392083397]",3.25,7.15,7.07,7,Yes
2902,monoprotic,2.16,1.77,2.16,2.07,5,Yes
2903,triprotic,"[3.2742594404553165, 5.96256268685305, 7.71445553922341]",2.45,6.63,6.55,8,Yes
2904,triprotic,"[2.285833769183225, 4.362381177182707, 7.990151917272676]",1.71,3.34,3.24,5,Yes
2905,diprotic,"[3.6466233715699303, 5.330894515788296]",2.17,6.48,6.49,6,Yes
2906,monoprotic,4.94,2.35,2.41,2.47,9,Yes
2907,triprotic,"[2.8962415433290687, 4.295191876277016, 7.972573845551391]",1.58,5.73,5.74,7,Yes
2908,monoprotic,3.58,2.93,5.56,5.62,4,Yes
2909,triprotic,"[2.6815171450964272, 5.874128519944983, 7.775892775099958]",2.34,5.23,5.20,4,Yes
2910,triprotic,"[3.502194971934828, 5.425381882093858, 6.895141087565003]",2.07,4.66,4.57,5,Yes
2911,diprotic,"[3.0288202460627756, 6.865880881542671]",1.65,10.71,10.81,7,Yes
2912,diprotic,"[2.0322583930353844, 5.791445241499451]",2.78,6.20,6.11,20,Yes
2913,triprotic,"[2.3762366323532733, 5.478174293567056, 7.598429018762625]",1.98,8.22,8.14,9,Yes
2914,triprotic,"[3.0046594537427507, 5.445556782369934, 6.442662098717564]",2.40,3.33,3.26,6,Yes
2915,monoprotic,5.95,3.13,9.78,9.80,12,Yes
2916,triprotic,"[3.9068001850829845, 5.9847805309278925, 6.783597718459278]",2.73,5.61,5.53,6,Yes
2917,diprotic,"[3.197430494064296, 6.667794169916664]",2.36,7.39,7.36,7,Yes
2918,diprotic,"[2.6645687360498114, 4.23604136238359]",2.30,9.31,9.37,13,Yes
2919,diprotic,"[3.58029980702466, 4.5590848642050315]",2.03,9.72,9.67,14,Yes
2920,triprotic,"[3.1089702732520452, 4.599515713764184, 6.191212619327656]",1.57,2.80,2.78,1,Yes
2921,diprotic,"[3.9576421343905537, 6.9368595477170745]",2.49,3.30,3.38,1,Yes
2922,monoprotic,2.73,2.18,6.29,6.31,16,Yes
2923,diprotic,"[2.681280563103807, 6.2874083294264285]",3.33,9.17,9.14,12,Yes
2924,monoprotic,2.41,1.68,8.57,8.71,50,No
2925,triprotic,"[2.6006359372237267, 5.743871202406201, 6.769759780329082]",2.16,4.55,4.56,4,Yes
2926,monoprotic,4.90,2.05,9.35,9.26,23,Yes
2927,triprotic,"[3.4841940251337298, 4.175587895593875, 7.241156724026444]",2.86,9.79,9.72,11,Yes
2928,triprotic,"[2.3045570590634767, 4.304096688953103, 6.353551245621069]",3.32,3.19,1.76,50,No
2929,monoprotic,5.89,1.72,3.88,3.96,10,Yes
2930,diprotic,"[2.5977457147157073, 4.5176605412433135]",1.57,3.65,3.60,6,Yes
2931,triprotic,"[3.123393200959903, 5.615799220793949, 6.834360145224128]",1.80,6.33,6.25,10,Yes
2932,triprotic,"[3.5573250941450985, 4.73305628407339, 7.6672914355183845]",2.34,9.39,9.36,10,Yes
2933,triprotic,"[2.3569497152855856, 5.223595900121668, 7.284246358844587]",2.29,8.11,8.01,8,Yes
2934,diprotic,"[3.0742084261908156, 5.760497405698711]",2.42,9.28,9.35,21,Yes
2935,triprotic,"[2.5788126752986824, 4.786367059336408, 6.305154834738378]",2.35,2.62,2.54,38,Yes
2936,triprotic,"[3.64414131044604, 4.580948937419541, 7.778945849256056]",2.57,10.63,10.72,10,Yes
2937,diprotic,"[3.708774300237489, 6.688635348793215]",3.07,4.04,3.99,6,Yes
2938,diprotic,"[3.3753452971228772, 5.791989770482436]",1.77,9.29,9.35,19,Yes
2939,monoprotic,4.78,2.42,3.52,3.55,5,Yes
2940,triprotic,"[2.495346046116769, 4.18724122116333, 7.381442448962179]",1.89,2.19,2.11,4,Yes
2941,monoprotic,2.58,1.95,6.87,7.56,50,No
2942,diprotic,"[3.970719253905693, 4.111731306836656]",1.95,8.47,8.52,20,Yes
2943,diprotic,"[2.3194858363891866, 6.817474702723508]",1.72,8.44,8.43,8,Yes
2944,diprotic,"[3.5599035731288344, 6.555832180109033]",2.26,10.34,10.34,5,Yes
2945,monoprotic,5.20,2.18,9.67,9.77,10,Yes
2946,monoprotic,4.21,1.82,3.99,4.09,2,Yes
2947,diprotic,"[3.4356522989083165, 4.35887804592666]",2.42,2.35,2.28,5,Yes
2948,diprotic,"[3.3533990453529143, 5.232971279370327]",1.62,5.54,5.48,8,Yes
2949,monoprotic,4.20,3.22,3.63,3.55,2,Yes
2950,monoprotic,2.29,2.16,5.95,5.92,21,Yes
2951,diprotic,"[2.5804700867309958, 6.39089055724564]",3.08,2.45,2.39,10,Yes
2952,triprotic,"[2.746895446636007, 4.8727304038066785, 7.034690162892845]",1.97,4.83,4.75,7,Yes
2953,monoprotic,3.75,2.44,3.14,3.08,1,Yes
2954,triprotic,"[2.5411871386665066, 5.576099814434076, 7.922053751598136]",2.36,4.36,4.34,3,Yes
2955,monoprotic,5.10,1.74,8.65,8.71,17,Yes
2956,monoprotic,3.54,2.33,4.75,4.79,4,Yes
2957,monoprotic,4.26,1.58,8.24,8.14,26,Yes
2958,triprotic,"[3.7931573683295947, 4.086800136978612, 6.818782644638182]",1.70,2.53,2.52,4,Yes
2959,diprotic,"[3.7776469168461526, 5.1197721393177]",1.80,2.87,2.89,4,Yes
2960,triprotic,"[2.3448783442390315, 4.012678130682163, 7.895366749298359]",2.38,9.98,10.03,10,Yes
2961,monoprotic,3.67,2.33,6.81,6.71,10,Yes
2962,diprotic,"[2.652037039823086, 4.767940204203295]",1.94,5.76,5.66,6,Yes
2963,triprotic,"[2.665548743386706, 5.058439476466707, 6.091991445744673]",2.29,9.08,9.16,20,Yes
2964,monoprotic,3.21,2.11,7.17,7.24,23,Yes
2965,monoprotic,4.07,2.42,7.27,7.33,21,Yes
2966,monoprotic,2.19,2.31,3.83,3.80,23,Yes
2967,diprotic,"[2.927594310301747, 6.779199833341838]",2.29,8.52,8.51,9,Yes
2968,triprotic,"[3.9154907839137856, 5.470922942240402, 6.132153357015122]",1.96,8.50,8.46,16,Yes
2969,triprotic,"[2.2013097304650513, 5.358165157883519, 7.053314223957448]",1.80,3.78,3.70,5,Yes
2970,monoprotic,4.07,1.74,2.64,2.57,4,Yes
2971,monoprotic,3.66,1.79,9.26,9.21,23,Yes
2972,triprotic,"[3.8349217297583795, 4.790438840618746, 6.940715028935316]",1.58,10.76,10.83,9,Yes
2973,diprotic,"[3.6062080478984244, 5.480586094312875]",1.96,5.38,5.31,7,Yes
2974,monoprotic,4.41,2.37,4.25,4.29,1,Yes
2975,diprotic,"[3.2136453256637134, 5.097879474738614]",3.04,5.53,5.46,8,Yes
2976,diprotic,"[2.7301595921760633, 6.639904344664656]",3.30,3.09,1.98,50,No
2977,diprotic,"[2.6837481136685417, 4.825560028620379]",1.70,4.03,3.96,5,Yes
2978,monoprotic,3.67,3.36,9.41,9.43,11,Yes
2979,diprotic,"[3.153310250302736, 4.480221470906042]",2.14,3.30,3.20,5,Yes
2980,monoprotic,5.18,2.46,6.32,6.32,3,Yes
2981,monoprotic,5.09,1.58,9.19,9.29,22,Yes
2982,diprotic,"[3.6326426699950876, 4.111582042671525]",1.92,6.78,6.85,16,Yes
2983,monoprotic,4.71,1.60,2.74,2.71,7,Yes
2984,triprotic,"[3.4793794259930033, 4.849168351642721, 7.2476136021509845]",1.93,3.16,3.12,1,Yes
